q0_13;q0_13_0.13. Ramal:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q0_14;q0_14_0.14. Data de Implantação da Unidade:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Latitude;Latitude_Latitude;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Longitude;Longitude_Longitude;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q1;q1_1. Indique a Natureza da Unidade:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q2;q2_2. Em caso de Entidade Não Governamental/Organização da Sociedade Civil, indique o CNPJ:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q3_1;q3_1_1: Sim, com o Estado (governo estadual)_3. Esta entidade possui convênio/termo de parceria ou outra forma de contratualização com o poder público?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q3_2;q3_2_2: Sim, com o município no qual esta unidade se localiza (com a prefeitura na qual a sede da unidade se localiza)_3. Esta entidade possui convênio/termo de parceria ou outra forma de contratualização com o poder público?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q3_3;q3_3_3: Sim, com outros municípios_3. Esta entidade possui convênio/termo de parceria ou outra forma de contratualização com o poder público?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q3_0;q3_0_0: Não_3. Esta entidade possui convênio/termo de parceria ou outra forma de contratualização com o poder público?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q3_98;q3_98_98: Não sabe informar_3. Esta entidade possui convênio/termo de parceria ou outra forma de contratualização com o poder público?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q4;q4_4. Este serviço recebeu, nos últimos 12 meses, recurso do Fundo dos Direitos da Criança e do Adolescente – FIA (oriundo do CMDCA e/ou CEDCA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q5;q5_5. Qual foi o custo mensal de manutenção deste Serviço no mês de setembro de 2023 , considerando os gastos com salários, aluguel da sede, telefone, etc (EXCLUINDO o valor dos subsídios repassados às famílias acolhedoras)?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q5_98;q5_98_Não sabe informar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q6_1;q6_1_1: Conselho de Assistência Social_6. Assinale o(s) Conselho(s) no(s) qual(is) a entidade possui inscrição/registro:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q6_2;q6_2_2: Conselho de Direitos da Criança e Adolescente_6. Assinale o(s) Conselho(s) no(s) qual(is) a entidade possui inscrição/registro:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q6_99;q6_99_99: Outros_6. Assinale o(s) Conselho(s) no(s) qual(is) a entidade possui inscrição/registro:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q6_0;q6_0_0: Em nenhum Conselho_6. Assinale o(s) Conselho(s) no(s) qual(is) a entidade possui inscrição/registro:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q6_99_1;q6_99_1_6.99.1. Qual?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q7;q7_7. Dados provenientes da gestão estadual ou municipal:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q8;q8_8. Esse é um serviço de oferta regionalizada (organizado para atender a demanda de um grupo de municípios)?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q9;q9_9. Em caso de serviço regionalizado, especificar: Número de municípios atendidos pelo serviço regionalizado (sede e vinculados);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q10;q10_10. Este Serviço é regulamentado?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q11_1;q11_1_1: Sim, até os 21 anos_11. A Normativa que regulamenta este serviço permite a permanência dos jovens na família acolhedora após completarem 18 anos?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q11_2;q11_2_2: Sim, sem delimitação de prazo para jovens com deficiência_11. A Normativa que regulamenta este serviço permite a permanência dos jovens na família acolhedora após completarem 18 anos?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q11_99;q11_99_99: Sim, por outro prazo_11. A Normativa que regulamenta este serviço permite a permanência dos jovens na família acolhedora após completarem 18 anos?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q11_0;q11_0_0: Não_11. A Normativa que regulamenta este serviço permite a permanência dos jovens na família acolhedora após completarem 18 anos?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q11_98;q11_98_98: Não sabe informar_11. A Normativa que regulamenta este serviço permite a permanência dos jovens na família acolhedora após completarem 18 anos?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q11_99_1;q11_99_1_11.99.1. Qual;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q12;q12_12. Em que ano este Serviço de Acolhimento em Família Acolhedora foi implantado?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q13;q13_13. Existe repasse de subsídio financeiro para as famílias acolhedoras deste serviço?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q14;q14_14. Qual é o valor mensal do subsídio financeiro repassado à cada família acolhedora, por criança/adolescente?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q14_98;q14_98_Não sabe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q15_1;q15_1_1: Sim, são disponibilizados itens para a manutenção da criança/adolescente acolhida (p.ex: fraldas, vestuário, alimentação, medicamentos, material escolar, dentre outros);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q15_2;q15_2_2: Sim, são disponibilizados itens de mobiliário e transporte para uso da criança/adolescente acolhida (p.ex: berço, carrinho de bebê, etc.);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q15_3;q15_3_3: Sim, há isenção de impostos ou taxas públicas (p.ex: IPTU, etc);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q15_99;q15_99_99: Sim, outros;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q15_0;q15_0_0: Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q15_99_1;q15_99_1_15.99.1. Qual;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q16;q16_16. Este serviço possui delimitação do perfil de acolhidos?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q16_99_1;q16_99_1_16.99.1. Qual;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q17;q17_17. Há famílias acolhedoras que aceitam acolher grupo de crianças/adolescentes com grupo de irmãos/vínculos afetivos?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q18;q18_18. Nesse momento, quantas crianças/adolescentes estão sendo acolhidas por meio deste Serviço de Família Acolhedora?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q19;q19_19. Quantas crianças/adolescentes foram acolhidas por meio deste Serviço de Família Acolhedora nos últimos 12 meses, entre outubro/2022 e setembro/2023?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q19_98;q19-98_Não sabe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q20_1_1;q20_1_1_20.1.1. Masculino - 0 a 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q20_1_2;q20_1_2_20.1.2. Masculino - 3 a 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q20_1_3;q20_1_3_20.1.3. Masculino - 6 a 11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q20_1_4;q20_1_4_20.1.4. Masculino - 12 a 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q20_1_5;q20_1_5_20.1.5. Masculino - 14 a 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q20_1_6;q20_1_6_20.1.6. Masculino - 16 a 17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q20_1_8;q20_1_8_20.1.8. Masculino - acima de 18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q20_1_9;q20_1_9_20.1.9. Masculino - Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q20_2_1;q20_2_1_20.2.1. Feminino - 0 a 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q20_2_2;q20_2_2_20.2.2. Feminino - 3 a 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q20_2_3;q20_2_3_20.2.3. Feminino - 6 a 11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q20_2_4;q20_2_4_20.2.4. Feminino - 12 a 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q20_2_5;q20_2_5_20.2.5. Feminino - 14 a 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q20_2_6;q20_2_6_20.2.6. Feminino - 16 a 17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q20_2_8;q20_2_8_20.2.8. Feminino - acima de 18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q20_2_9;q20_2_9_20.2.9. Feminino - Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q21_1;q21_1_21.1. Vieram de outro município do estado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q21_1_98;q21_1_98_Não sabe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q21_2;q21_2_21.2. Vieram de outros estados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q21_2_98;q21_2_98_Não sabe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q21_3;q21_3_21.3. Vieram de outros países (regufiada(o)/imigrante);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q21_3_98;q21_3_98_Não sabe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q22_1;q22_1_22.1. Venezuelanos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q22_99;q22_99_22.99. Outros;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q22_99_1;q22_99_1_22.99.1. Quais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q23_1;q23_1_23.1. Qtde de Crianças/Adolescentes – menos de 1 mês;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q23_2;q23_2_23.2. Qtd de Crianças/Adolescentes – De 1 a 3 meses;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q23_3;q23_3_23.3. Qtd de Crianças/Adolescentes – De 4 a 6 meses;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q23_4;q23_4_23.4. Qtd de Crianças/Adolescentes – De 7 a 12 meses;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q23_5;q23_5_23.5. Qtd de Crianças/Adolescentes – De 13 a 18 meses;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q23_6;q23_6_23.6. Qtd de Crianças/Adolescentes – De 19 a 24 meses;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q23_7;q23_7_23.7. Qtd de Crianças/Adolescentes – De 25 a 48 meses;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q23_8;q23_8_23.8. Qtd de Crianças/Adolescentes – 49 a 72 meses;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q23_9;q23_9_23.9. Qtd de Crianças/Adolescentes – mais de 72 meses (mais de 6 anos);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q23_10;q23_10_23.10. Qtd de Crianças/Adolescentes – Total de Pessoas Acolhidas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q24_1;q24_1_24.1. Deficiência (física/ sensorial/ intelectual);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q24_2;q24_2_24.2. Transtorno mental / Sofrimento psíquico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q24_3;q24_3_24.3. Com necessidade de cuidados especializados devido a condições de saúde;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q24_4;q24_4_24.4. Adolescentes em cumprimento de Medidas Socioeducativas em meio aberto ou Egressos do sistema socioeducativo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q24_5;q24_5_24.5. Trajetória de rua;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q24_6;q24_6_24.6. Indígenas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q24_7;q24_7_24.7. Outros Povos e comunidades tradicionais (quilombolas, ciganos, ribeirinhos, extrativistas etc.);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q24_8;q24_8_24.8. Dependência de álcool ou outras drogas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q24_9;q24_9_24.9. Gestantes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q25_1;q25_1_25.1. Preta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q25_1_98;q25_1_98_Não sabe informar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q25_2;q25_2_25.2. Parda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q25_2_98;q25_2_98_Não sabe informar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q25_3;q25_3_25.3. Branca;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q25_3_98;q25_3_98_Não sabe informar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q25_4;q25_4_25.4. Amarela;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q25_4_98;q25_4_98_Não sabe informar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q25_5;q25_5_25.5. Indígena;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q25_5_98;q25_5_98_Não sabe informar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q25_98;q25_98_25.98. Não sabe informar_;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q25_98_98;q25_98_98_Não sabe informar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q25_6;q25_6_25.6. Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q25_6_98;q25_6_98_Não sabe informar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q26_1;q26_1_26.1. Entrega voluntária para adoção;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q26_2;q26_2_26.2. Orfandade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q26_3;q26_3_26.3. Abandono;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q26_4;q26_4_26.4. Pais/responsáveis usuários abusivos de álcool ou drogas ilícitas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q26_5;q26_5_26.5. Pais/responsáveis com deficiência;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q26_6;q26_6_26.6. Pais/responsáveis com transtorno mental/sofrimento psíquico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q26_7;q26_7_26.7. Ausência dos pais/ responsáveis por doença;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q26_8;q26_8_26.8. Ausência dos pais/ responsáveis por prisão ou MSE de Internação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
q26_9;q26_9_26.9. Violência doméstica - física;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
