IBGE,NU_IDENTIFICADOR,municipio,uf,data_implementacao_unidade,Latitude,Longitude,natureza_unidade,custo_manutencao,servico_regulamentado,ano_implementacao_servico,subsidio_valor_mensal,subsidio_itens_manutencao,subsidio_mobiliario_transporte,subsidio_isencao_imposto_taxa,subsidio_outros,subsidio_nao_repassa,subsidio_outros_quais,fam_aceita_vinculo_irmaos,qtd_criancas_acolhidas,qtd_criancas_acolhidas_12meses,qtd_masc_0_2,qtd_masc_3_5,qtd_masc_6_11,qtd_masc_12_13,qtd_masc_14_15,qtd_masc_16_17,qtd_masc_acima_18,qtd_masc_total,qtd_fem_0_2,qtd_fem_3_5,qtd_fem_6_11,qtd_fem_12_13,qtd_fem_14_15,qtd_fem_16_17,qtd_fem_acima_18,qtd_refugiados_imigrantes,qtd_venezuelanos,qtd_criancas_tempo_servico_menos_1mes,qtd_criancas_tempo_servico_1_3meses,qtd_criancas_tempo_servico_4_6meses,qtd_criancas_tempo_servico_7_12meses,qtd_criancas_tempo_servico_13_18meses,qtd_criancas_tempo_servico_19_24meses,qtd_criancas_tempo_servico_25_48meses,qtd_criancas_tempo_servico_49_72meses,qtd_criancas_tempo_mais_72meses,qtd_criancas_deficiencia,qtd_criancas_transt_sofri_psiquico,qtd_criancas_necessidade_especial,qtd_adoles_socioeducativo,qtd_criancas_traj_de_rua,qtd_criancas_indigenas,qtd_criancas_outros_povos_trad,qtd_criancas_dependencia_drogas,qtd_criancas_gestantes,qtd_criancas_pretas,qtd_criancas_pardas,qtd_criancas_brancas,qtd_criancas_amarelas,qtd_criancas_raca_indigenas,qtd_motivo_entrega_voluntaria_adocao,qtd_motivo_orfandade,qtd_motivo_abandono,qtd_motivo_pais_usuarios,qtd_motivo_pais_com_deficiencia,qtd_motivo_pais_transt_sofri_psiquicos,qtd_motivo_pais_ausentes_doenca,qtd_motivo_pais_prisao_ou_internacao,qtd_motivo_violencia_domestica_fisica,qtd_motivo_violencia_domestica_psicologica,qtd_motivo_abuso_sex_intrafamiliar,qtd_motivo_exploracao_sex,qtd_motivo_conflito_familiar,qtd_motivo_exploracao_trabalho,qtd_motivo_pais_cond_especif_saude,qtd_motivo_pais_s_condicoes_depend_quim,qtd_motivo_ameaca_morte,qtd_motivo_situacao_rua,qtd_motivo_negligencia_familia,qtd_motivo_fam_situacao_rua,qtd_motivo_fam_moradia_insalubre,qtd_motivo_fam_carencia_rec_materiais,qtd_oriundos_pbf,qtd_oriundos_fam_menos_1sm,divulgacao_outdoors_busdoors,divulgacao_materiais_grande_circ,divulgacao_radio_tv_impressa,divulgacao_eventos_palestras,divulgacao_redes_sociais,divulgacao_articulacao_liderancas,divulgacao_outros,divulgacao_nao_faz,divulgacao_outros_quais,ch_capacitacao_inicial,selecao_fam_reunioes,selecao_fam_analise_doc,selecao_fam_entrevistas,selecao_fam_visitas_domiciliares,selecao_fam_outros,selecao_fam_nao_faz,selecao_fam_outros_quais,capac_ini_conti_fam_encontros_grupos,capac_ini_conti_fam_encontros_indivi,capac_ini_conti_fam_paletras,capac_ini_conti_fam_rodas_conversa,capac_ini_conti_fam_outros,capac_ini_conti_fam_nao_faz,capac_ini_conti_fam_outros_quais,acompanhamento_fam_aprox_supervi,acompanhamento_fam_visitas_domicil,acompanhamento_fam_aten_psicoss,acompanhamento_fam_contato_tel,acompanhamento_fam_outros,acompanhamento_fam_outros_quais,ativi_sistematicas_atend_psicosso_indivi,ativi_sistematicas_escuta_qualific,ativi_sistematicas_acompanh_escolar,ativi_sistematicas_acompanh_saude,ativi_sistematicas_encaminhc_docs,ativi_sistematicas_encaminhc_qualif_prof,ativi_sistematicas_identifi_fam_nat_exten,ativi_sistematicas_viabili_encon_fam_ori,ativi_sistematicas_constr_plano_acomp_fam_ori,ativi_sistematicas_atend_psicosso_indiv_fam_ori,ativi_sistematicas_reunioes_fam_ori,ativi_sistematicas_entrevis_fam_ori,ativi_sistematicas_visi_domic_fam_ori,ativi_sistematicas_genograma_ecomapa,ativi_sistematicas_relat_trimes_judic,ativi_sistematicas_estudo_caso,ativi_sistematicas_encaminhc_rede,ativi_sistematicas_discuss_casos_rede,ativi_sistematicas_outros,ativi_sistematicas_nao_faz,ativi_sistematicas_outros_quais,retorno_fam_ori_fam_ado_judic_informa_decisoes,retorno_fam_ori_fam_ado_judic_nao_informa_decisoes,retorno_fam_ori_fam_ado_tempo_prepar_suficiente,retorno_fam_ori_fam_ado_tempo_prepar_insuficiente,freq_acompanh_fam_acolhedora,qtd_fam_processo_habilitacao,qtd_fam_aptas_ou_acolhendo,num_atual_fam_suficiente,imovel_sede_saf,espaco_fisico_sala_atendimento,espaco_fisico_espaco_reunioes,espaco_fisico_sala_equip_tec,espaco_fisico_sala_coord_adm,espaco_fisico_area_recepcao,espaco_fisico_copa,equipamentos_veiculo_exclusivo,equipamentos_veiculo_compartilhado,equipamentos_acervo_bibliog,equipamentos_mater_pedago,equipamentos_tel_fixo,equipamentos_cel,equipamentos_impressora,equipamentos_de_som,equipamentos_proj_imagens,equipamentos_bebedouro,equipamentos_comput_internet,equipamentos_qtd_comput_internet,equipe_tec_exclusiva_saf,coordenador_saf_situacao,capaci_equipe_tec_saf_presencial,capaci_equipe_tec_saf_ead,capaci_equipe_tec_saf_nao_faz,capaci_equipe_tec_saf_presencial_qtd,capaci_equipe_tec_saf_ead_qtd,IBGE7,nome_da_uf,Regiao,Município
250750,"2,5075E+12",JOAO PESSOA,PB,11/10/2011,-7.118.927.563.681.060,-3.483.878.374.099.730,Governamental,,"Sim, por lei",2011,1320,,,,,Sim,,"Sim, acolhem sempre que há demanda",16,29.0,3,6,4,0,0,0,0,13,0,0,1,1,0,1,0,0.0,0,0.0,2.0,3.0,5.0,4.0,0.0,0.0,0.0,2.0,0,1,0,0,0,0,0,0,0,2.0,10.0,4.0,0.0,0.0,2,2,2,2.0,0,0,0,0.0,1.0,0,1,0,0,0,1,2,0,0,2.0,1,0,0.0,0.0,13.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,,20,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Sim,Não,Semanalmente,5,17,Não,Imóvel exclusivo para o SFA,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,3.0,Todas(os) as(os) profissionais são exclusivos,Exerce exclusivamente a função de coordenador(a) deste serviço,Não,Sim,Não,,3.0,2507507,Paraíba,Região Nordeste,João Pessoa
25,"2,5075E+12",JOAO PESSOA,PB,21/10/2021,-7.115,-34.863,Governamental,,"Sim, por lei",2021,1320,,,,,Sim,,"Sim, acolhem sempre que há demanda",1,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,1.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,,30,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,,Não,Não,Não,Sim,Semanalmente,1,3,Não,Imóvel exclusivo para o SFA,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,2.0,Todas(os) as(os) profissionais são exclusivos,Exerce exclusivamente a função de coordenador(a) deste serviço,Sim,Não,Não,4.0,,25,Paraíba,Região Nordeste,
25,"2,5075E+12",GUARABIRA,PB,21/01/2022,-7.115,-34.863,Governamental,,"Sim, por lei",2022,1320,,,,,Sim,,"Sim, acolhem algumas vezes",3,1.0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0.0,0.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,,30,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,,,,,,Semanalmente,15,11,Não,Imóvel exclusivo para o SFA,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,,Parte da equipe é exclusiva,Acumula as funções de coordenadora(or) com outra atividade,Sim,Não,Não,7.0,,25,Paraíba,Região Nordeste,
25,"2,5108E+12",PATOS,PB,26/05/2022,-7.024,-37.28,Governamental,,"Sim, por lei",2022,1320,,,,,Sim,,"Sim, acolhem algumas vezes",3,3.0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0.0,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,3.0,0,0,0.0,0.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,,30,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Sim,Não,Semanalmente,6,5,Sim,Imóvel exclusivo para o SFA,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,2.0,Todas(os) as(os) profissionais são exclusivos,Exerce exclusivamente a função de coordenador(a) deste serviço,Sim,Sim,Não,3.0,3.0,25,Paraíba,Região Nordeste,
251080,"2,5108E+12",PATOS,PB,30/09/2021,-7.025.658.043.506.320,-3.727.156.877.517.700,Governamental,,"Sim, por lei",2021,1320,,,,,Sim,,"Sim, acolhem sempre que há demanda",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,,20,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,,,,,,Quinzenalmente,2,0,Não,O SFA não possui sede,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,1.0,Não há profissionais exclusivas(os) do serviço,Exerce concomitantemente a função de coordenador(a) deste serviço e de outro serviço socioassistencial,Sim,Sim,Não,3.0,3.0,2510808,Paraíba,Região Nordeste,Patos
25,"2,5123E+12",PRINCESA ISABEL,PB,18/11/2022,-7.737,-37.993,Governamental,,"Sim, por lei",2023,1320,,,,,Sim,,"Sim, acolhem algumas vezes",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,,30,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Sim,Não,Semanalmente,0,0,Sim,Imóvel compartilhado com outro serviço ou órgão,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,2.0,Todas(os) as(os) profissionais são exclusivos,Exerce exclusivamente a função de coordenador(a) deste serviço,Não,Sim,Não,,4.0,25,Paraíba,Região Nordeste,
251370,"2,5137E+12",SANTA RITA,PB,11/09/2019,-7.126.130.580.499.610,-3.498.352.402.999.440,Governamental,,"Sim, por lei",2019,1320,,,,,Sim,,"Sim, acolhem algumas vezes",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,,0.0,Não,Não,Não,Sim,Sim,Sim,Não,Não,,0,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Sim,Sim,Não,Não,,Sim,Não,Não,Sim,Não,,,,,,Não,,,,,,,,,,,,,,,Sim,,Não,Não,Sim,Não,Mensalmente,0,0,Não sabe informar,Imóvel exclusivo para o SFA,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,1.0,Todas(os) as(os) profissionais são exclusivos,Exerce exclusivamente a função de coordenador(a) deste serviço,Não,Sim,Não,,3.0,2513703,Paraíba,Região Nordeste,Santa Rita
260005,"2,60005E+12",ABREU E LIMA,PE,29/12/2021,-7.912.440.190.680.770,-34.902.582.764.625.500,Governamental,,"Sim, por lei",2021,1320,,,,,Sim,,Não acolhem,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,,20,Sim,Sim,Sim,Sim,Sim,Não,visitas institucionais,Não,Sim,Sim,Não,Não,Não,,,,,,,,,,,,Não,,,,,,,,,,,,,,,Sim,,,,,,Quinzenalmente,1,0,Não,Imóvel compartilhado com CREAS,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1.0,Todas(os) as(os) profissionais são exclusivos,Exerce exclusivamente a função de coordenador(a) deste serviço,Sim,Não,Não,3.0,,2600054,Pernambuco,Região Nordeste,Abreu e Lima
260790,"2,6079E+12",JABOATAO DOS GUARARAPES,PE,17/06/2020,-8.159.242.201.272.370,-3.492.339.134.216.300,Governamental,,"Sim, por lei",2019,1320,,,,,Sim,,"Sim, acolhem sempre que há demanda",18,15.0,3,0,2,2,0,0,0,7,2,1,3,0,1,4,0,0.0,0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,1,2,0,0,2,0,0,0,0,5.0,11.0,2.0,0.0,0.0,0,2,0,3.0,0,0,0,0.0,1.0,0,1,0,1,0,0,0,0,0,3.0,0,0,0.0,0.0,,Não,Sim,Não,Sim,Não,Sim,Não,Não,,12,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Sim,Não,Semanalmente,2,15,Sim,Imóvel compartilhado com outro serviço ou órgão,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,5.0,Todas(os) as(os) profissionais são exclusivos,Exerce exclusivamente a função de coordenador(a) deste serviço,Sim,Não,Não,5.0,,2607901,Pernambuco,Região Nordeste,Jaboatão dos Guararapes
260960,"2,6096E+12",OLINDA,PE,01/02/2014,-8.009,-34.855,Não Governamental/Organização da Sociedade Civil,10000,"Sim, por lei",2022,1320,,,,,Sim,,Não acolhem,1,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,,24,Sim,Sim,Sim,Sim,Sim,Não,CONTATO COM TERCEIROS,Sim,Não,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Sim,ENCAMINHAMENTO PARA AS REDES DE SAÚDE E EDUCAÇÃO,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Sim,Não,Semanalmente,1,1,Não sabe informar,Imóvel compartilhado com outro serviço ou órgão,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,3.0,Todas(os) as(os) profissionais são exclusivos,Exerce concomitantemente a função de coordenador(a) deste serviço e de outro serviço socioassistencial,Sim,Sim,Não,3.0,3.0,2609600,Pernambuco,Região Nordeste,Olinda
260990,"2,6099E+12",OURICURI,PE,14/02/2022,-78.853.474,-400.804.959,Governamental,,"Sim, por lei",2022,660,,,,,Sim,,"Sim, acolhem sempre que há demanda",3,3.0,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0.0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0.0,2.0,1.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,2.0,0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,3.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,,20,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Não,Não,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,,Não,Não,Sim,Não,Mensalmente,0,2,Sim,Imóvel compartilhado com CREAS,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,3.0,Não há profissionais exclusivas(os) do serviço,Exerce concomitantemente a função de coordenador(a) deste serviço e de outro serviço socioassistencial,Não,Sim,Não,,2.0,2609907,Pernambuco,Região Nordeste,Ouricuri
261060,"2,6106E+12",PAUDALHO,PE,11/09/2019,-7.893.633.654.939.110,-3.517.907.511.020.890,Governamental,,"Sim, por lei",2019,1320,,,,,Sim,,"Sim, acolhem sempre que há demanda",7,1.0,1,0,0,0,0,0,0,1,1,1,3,1,0,0,0,0.0,0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,7.0,0.0,0.0,0.0,0,0,0,0.0,0,1,0,0.0,0.0,0,0,0,0,0,0,2,0,0,4.0,0,0,0.0,0.0,7.0,Não,Não,Sim,Sim,Sim,Sim,Não,Não,,20,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Não,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Sim,Não,Semanalmente,5,13,Sim,Imóvel exclusivo para o SFA,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,1.0,Todas(os) as(os) profissionais são exclusivos,Exerce exclusivamente a função de coordenador(a) deste serviço,Sim,Sim,Não,3.0,3.0,2610608,Pernambuco,Região Nordeste,Paudalho
261160,"2,6116E+12",RECIFE,PE,05/09/2022,-8.054.098.746.281.950,-348.723.328.113.556,Governamental,,"Sim, por lei",2022,1320,,,,,Sim,,"Sim, acolhem algumas vezes",1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0.0,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,1.0,Não,Sim,Sim,Não,Sim,Sim,Não,Não,,12,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Relatório mensal para o Judiciário,Não,Não,Sim,Não,Semanalmente,6,2,Não,Imóvel compartilhado com outro serviço ou órgão,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,1.0,Todas(os) as(os) profissionais são exclusivos,Exerce exclusivamente a função de coordenador(a) deste serviço,Sim,Não,Não,3.0,,2611606,Pernambuco,Região Nordeste,Recife
261485,"2,61485E+12",TAMANDARE,PE,21/03/2023,-8.76,-35.105,Governamental,,"Sim, por lei",2022,1320,,,,,Sim,,"Sim, acolhem sempre que há demanda",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,,0,Sim,Não,Não,Não,Não,Não,,,,,,,Sim,,,,,,,,,,,,Não,,,,,,,,,,,,,,,Sim,,,,,,Mensalmente,0,0,Não,Imóvel compartilhado com CREAS,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,1.0,Todas(os) as(os) profissionais são exclusivos,Exerce exclusivamente a função de coordenador(a) deste serviço,Sim,Sim,Não,3.0,3.0,2614857,Pernambuco,Região Nordeste,Tamandaré
261560,"2,6156E+12",TRINDADE,PE,05/05/2023,-7.764.934.065.282.760,-4.026.789.665.222.160,Governamental,,"Sim, por lei",2021,651,Sim,Não,Não,Não,Não,,"Sim, acolhem sempre que há demanda",1,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,1.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,,20,Sim,Sim,Sim,Sim,Não,Não,,Não,Sim,Não,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,,Sim,Não,Não,Não,Semanalmente,0,1,Não,Imóvel compartilhado com CREAS,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,1.0,Não há profissionais exclusivas(os) do serviço,Acumula as funções de coordenadora(or) e de técnica(o) neste serviço,Sim,Sim,Não,2.0,2.0,2615607,Pernambuco,Região Nordeste,Trindade
290250,"2,9025E+12",BAIANOPOLIS,BA,26/09/2022,-12.306,-44.535,Governamental,,"Sim, por lei",2023,650,,,,,Sim,,Não acolhem,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,Não,Sim,Não,Não,Sim,Sim,Não,Não,,20,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Sim,Não,Não,,,,,,,,,,,,Não,,,,,,,,,,,,,,,Sim,,,,,,Apenas quando há necessidade,0,0,Não,Imóvel compartilhado com CREAS,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,1.0,Não há profissionais exclusivas(os) do serviço,Não há coordenadora(or) neste serviço,Não,Não,Sim,,,2902500,Bahia,Região Nordeste,Baianópolis
290460,"2,9046E+12",BRUMADO,BA,16/06/2016,-142.091.476,-416.727.723,Governamental,,"Sim, por lei",2016,1320,,,,,Sim,,"Sim, acolhem sempre que há demanda",4,3.0,1,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0.0,0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,2.0,0.0,0.0,0,0,0,1.0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,2.0,0,0,0.0,0.0,,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,,2,Sim,Sim,Sim,Sim,Não,Não,,Sim,Sim,Sim,Não,Não,Não,,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Não,,,,,,Semestralmente,0,4,Não,Imóvel exclusivo para o SFA,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,3.0,Não há profissionais exclusivas(os) do serviço,Exerce concomitantemente a função de coordenador(a) deste serviço e de outro serviço socioassistencial,Não,Não,Sim,,,2904605,Bahia,Região Nordeste,Brumado
